시군구,번지,건물명,전월세구분,전용면적(㎡),보증금(만원),월세금(만원),도로명,주택유형
서울특별시 강동구 둔촌동,483-12,한솔하이빌,전세,62.74,"30,000",0,양재대로100길 30,연립다세대
서울특별시 서초구 반포동,729-3,유니빌,전세,29.25,"18,000",0,주흥7길 10-45,연립다세대
서울특별시 서초구 반포동,577-34,(577-34),전세,41.78,"63,000",0,동광로46길 10,연립다세대
서울특별시 송파구 잠실동,203-9,새한빌,월세,24.72,"19,000",23,백제고분로7길 32-32,연립다세대
서울특별시 송파구 마천동,123-9,(123-9),전세,33.98,"15,000",0,거마로22길 10-10,연립다세대
서울특별시 서초구 양재동,278-6,(278-6),전세,38.34,"14,644",0,언남길 85,연립다세대
서울특별시 서초구 양재동,386-20,(386-20),월세,55.84,"5,000",110,동산로16길 42,연립다세대
서울특별시 송파구 가락동,144-10,셀렉티드송파,월세,17.0,"1,300",67,중대로16길 24,연립다세대
서울특별시 서초구 서초동,1514-3,동천빌라,전세,82.12,"35,000",0,명달로22길 28,연립다세대
서울특별시 서초구 서초동,1506-62,송단62,월세,56.92,"20,000",100,명달로28길 7,연립다세대
서울특별시 송파구 삼전동,47-16,(47-16),월세,21.56,"10,000",29,백제고분로22길 7-13,연립다세대
서울특별시 송파구 삼전동,38-28,(38-28),월세,28.98,"25,000",11,백제고분로22길 38-19,연립다세대
서울특별시 강동구 천호동,33-21,33-21,전세,29.93,"21,000",0,양재대로131가길 13-1,연립다세대
서울특별시 송파구 가락동,105-1,슈프림빌,월세,36.28,"22,400",15,동남로3길 17-4,연립다세대
서울특별시 송파구 가락동,157-6,로데오빌리지,전세,68.95,"29,000",0,오금로38가길 25-1,연립다세대
서울특별시 강동구 암사동,421-136,세림힐하우스,월세,34.03,"31,000",10,구천면로 365-8,연립다세대
서울특별시 강동구 암사동,445-17,(445-17),월세,21.43,"15,750",22,고덕로23길 37,연립다세대
서울특별시 송파구 방이동,99-7,린팰리스(99-7),전세,30.56,"26,000",0,위례성대로2길 46,연립다세대
서울특별시 송파구 방이동,127-10,삼보명가,전세,57.03,"39,000",0,가락로34길 13,연립다세대
서울특별시 송파구 방이동,103-22,(103-22),전세,46.26,"29,400",0,오금로17길 29,연립다세대
서울특별시 서초구 반포동,731-34,해오름,전세,48.46,"31,500",0,주흥6길 5,연립다세대
서울특별시 강동구 길동,77,한신타운,월세,44.63,"13,000",65,양재대로126길 88,연립다세대
서울특별시 송파구 석촌동,166-12,(166-12),월세,12.13,"1,000",66,송파대로45길 16,연립다세대
서울특별시 서초구 반포동,107-62,BELLEMAISON2,전세,68.28,"55,000",0,서래로5길 37-6,연립다세대
서울특별시 송파구 방이동,140-7,1동,월세,26.15,"14,600",11,오금로23길 32,연립다세대
서울특별시 송파구 잠실동,227-5,(227-5),월세,28.62,"4,000",44,올림픽로12길 60-10,연립다세대
서울특별시 송파구 오금동,54-9,현대파크빌라,전세,36.22,"16,500",0,동남로23가길 20-3,연립다세대
서울특별시 강동구 성내동,465-14,뉴삼성빌,전세,75.39,"28,400",0,성안로3길 49,연립다세대
서울특별시 마포구 망원동,456-63,이화빌라나동,전세,36.56,"10,000",0,동교로3길 58,연립다세대
서울특별시 양천구 신정동,118-8,타운하우스,전세,56.82,"30,400",0,신목로6길 35,연립다세대
서울특별시 양천구 목동,131-139,목동빌리지지상,전세,47.84,"31,400",0,목동중앙로13나길 57,연립다세대
서울특별시 양천구 신정동,946-39,갤러리아떠블유,월세,13.5,"3,000",52,오목로30길 7,연립다세대
서울특별시 서대문구 홍제동,356-30,일성빌라,월세,45.29,"5,000",50,홍제내2다길 29,연립다세대
서울특별시 서대문구 홍제동,122-4,(122-4),월세,26.78,"20,500",15,홍제원6길 20-8,연립다세대
서울특별시 양천구 목동,131-145,용진빌리지,전세,29.21,"25,500",0,목동중앙로13다길 42-10,연립다세대
서울특별시 양천구 신월동,933-5,보은주택(다동),전세,41.64,"8,000",0,지양로11길 6-8,연립다세대
서울특별시 마포구 합정동,431-11,그레이스빌,전세,29.88,"21,000",0,월드컵로7길 65-3,연립다세대
서울특별시 영등포구 양평동6가,7,더하우스Ⅰ,월세,15.68,"3,000",40,양평로30길 4-1,연립다세대
서울특별시 영등포구 양평동6가,36,프라임51,월세,29.91,"19,900",60,양평로28아길 1-1,연립다세대
서울특별시 동작구 상도동,214-87,더퍼스트타운,전세,37.42,"27,800",0,양녕로20길 82,연립다세대
서울특별시 구로구 고척동,77-7,메종드88,월세,13.91,500,92,중앙로 23,연립다세대
서울특별시 강서구 마곡동,330-4,오펠리스,전세,27.54,"21,000",0,양천로30가길 19-1,연립다세대
서울특별시 관악구 신림동,1464-72,성원빌라(1464-72),전세,37.88,"19,000",0,관천로11길 23,연립다세대
서울특별시 동작구 상도동,366-12,드림펠리스,월세,21.74,"16,950",10,상도로19길 47-7,연립다세대
서울특별시 강서구 화곡동,346-38,로즈팰리스투(346-38),월세,59.81,"1,000",57,곰달래로21길 18-6,연립다세대
서울특별시 강서구 화곡동,829-15,신라하이츠A동(829-15),월세,48.22,"2,000",50,등촌로13다길 65,연립다세대
서울특별시 영등포구 도림동,240-11,리치하우스,월세,20.85,"2,000",68,도신로19가길 4-5,연립다세대
서울특별시 서초구 방배동,866-26,(866-26),월세,18.49,"1,000",62,방배천로26길 20,연립다세대
서울특별시 용산구 용문동,1-19,한스빌,전세,29.88,"25,455",0,효창원로54길 23,연립다세대
서울특별시 중랑구 면목동,172-14,(172-14),전세,48.34,"16,500",0,겸재로10길 49,연립다세대
서울특별시 용산구 이태원동,206-10,코지빌,전세,47.36,"28,650",0,회나무로28길 30-16,연립다세대
서울특별시 강남구 논현동,154-2,154-2,월세,28.18,"25,000",25,학동로26길 39,연립다세대
서울특별시 강남구 역삼동,792-48,수타워,월세,64.66,"20,000",55,논현로67길 32,연립다세대
서울특별시 광진구 능동,248-35,우송하우시스비,월세,23.82,"2,000",80,능동로36길 138,연립다세대
서울특별시 광진구 중곡동,240-10,프라임하우스(240-10),전세,41.77,"38,500",0,동일로70길 54,연립다세대
서울특별시 중구 신당동,304-656,해비치,전세,18.9,"15,750",0,다산로31길 55,연립다세대
서울특별시 용산구 원효로1가,18-25,미산빌,전세,27.85,"25,500",0,원효로77가길 13,연립다세대
서울특별시 중구 신당동,405-8,리베르떼신당,전세,29.3,"27,700",0,청구로21길 50,연립다세대
서울특별시 동대문구 전농동,127-58,스마트빌,전세,29.81,"26,000",0,전농로37길 79,연립다세대
서울특별시 광진구 중곡동,57-4,대원쉐르빌,전세,65.38,"27,500",0,용마산로10길 7,연립다세대
서울특별시 광진구 중곡동,112-10,에덴빌2차,월세,22.71,"10,000",25,천호대로127길 38,연립다세대
서울특별시 중랑구 신내동,539-1,우송빌리지,전세,47.54,"20,000",0,신내로8길 3,연립다세대
서울특별시 성북구 성북동,352,성북동외교관사택단지,전세,148.714,"145,000",0,성북로 176,연립다세대
서울특별시 강남구 대치동,979-16,남서울빌라,전세,68.76,"57,750",0,역삼로90길 30,연립다세대
서울특별시 광진구 화양동,42-7,삼원제우스,월세,34.14,"20,000",60,동일로 122,연립다세대
서울특별시 중랑구 면목동,64-42,도성팰리스,전세,28.17,"22,000",0,용마산로81길 29,연립다세대
서울특별시 중랑구 면목동,393-115,사과나무빌,전세,46.59,"31,350",0,답십리로87길 13,연립다세대
서울특별시 강남구 논현동,174,논현힐사이드빌라,전세,24.67,"10,500",0,학동로18길 67,연립다세대
서울특별시 강남구 논현동,242-39,청운파크빌,전세,51.72,"40,040",0,선릉로127길 13,연립다세대
서울특별시 강남구 논현동,265-10,BLESSHOME,전세,24.59,"23,000",0,봉은사로49길 37-7,연립다세대
서울특별시 중구 신당동,405-8,리베르떼신당,월세,26.21,"15,000",60,청구로21길 50,연립다세대
서울특별시 광진구 구의동,52-2,삼성아트빌(52-2),전세,59.7,"32,000",0,자양로45길 25,연립다세대
서울특별시 광진구 구의동,206-27,삼성훼밀리타운(104동),월세,68.21,"25,000",75,광나루로50길 19-5,연립다세대
서울특별시 광진구 구의동,248-8,두진빌,월세,29.36,"3,000",75,자양로22길 45,연립다세대
서울특별시 용산구 효창동,5-394,리하우스(5-394),전세,28.08,"27,500",0,효창원로70길 25,연립다세대
서울특별시 성동구 용답동,6-4,엘케이플레이스4차,전세,23.95,"24,000",0,용답29가길 2,연립다세대
서울특별시 성동구 용답동,52-19,GoldenHouse,월세,14.4,"2,000",60,용답17길 5,연립다세대
서울특별시 중구 중림동,324-6,(324-6),전세,28.14,"28,000",0,중림로8길 16,연립다세대
서울특별시 중구 중림동,324-6,(324-6),전세,28.14,"28,000",0,중림로8길 16,연립다세대
서울특별시 용산구 청파동1가,58-63,명신빌라,전세,70.02,"23,000",0,청파로71길 21,연립다세대
서울특별시 광진구 자양동,637-13,주명그린빌,전세,36.49,"32,300",0,뚝섬로52나길 7,연립다세대
서울특별시 광진구 자양동,685-44,인정빌라가동,월세,53.82,"3,000",120,자양로6길 18,연립다세대
서울특별시 광진구 자양동,603,(603-0),월세,12.06,"1,000",65,자양번영로6길 26,연립다세대
서울특별시 광진구 자양동,687-13,스타필드리버뷰Ⅰ,전세,25.54,"31,000",0,뚝섬로64길 34,연립다세대
서울특별시 용산구 갈월동,6-17,(6-17),전세,62.53,"40,000",0,한강대로102가길 5-10,연립다세대
서울특별시 강남구 역삼동,796-1,리치웰빌라트3차,월세,23.43,"26,000",25,논현로67길 15,연립다세대
서울특별시 중랑구 중화동,299-27,더하우스도도(299-27),전세,28.26,"20,000",0,동일로123길 35-7,연립다세대
서울특별시 중랑구 중화동,326-1,드림하우스,전세,41.88,"18,630",0,중랑천로24길 24,연립다세대
서울특별시 용산구 후암동,1-13,트레져빌남산1-13,월세,29.92,"18,800",50,후암로44길 9,연립다세대
서울특별시 광진구 화양동,58-13,(58-13),전세,38.25,"13,650",0,능동로15길 20,연립다세대
서울특별시 강남구 역삼동,690-36,HAUSTEMC,월세,15.69,"1,000",68,언주로100길 17,연립다세대
서울특별시 중구 신당동,340-88,(340-88),월세,38.88,"2,000",90,다산로18길 30,연립다세대
서울특별시 노원구 상계동,407-35,(407-35),월세,38.24,"7,380",28,상계로9나길 33-5,연립다세대
서울특별시 마포구 서교동,449-21,동궁빌라,전세,39.88,"21,000",0,동교로19길 52,연립다세대
서울특별시 마포구 서교동,451-40,(451-40),월세,16.96,"7,500",6,동교로17길 36,연립다세대
서울특별시 은평구 녹번동,35-45,다원샤인빌,전세,29.95,"18,000",0,통일로53길 15,연립다세대
서울특별시 성북구 석관동,332-64,초원빌리지,전세,29.93,"23,000",0,돌곶이로23가길 62,연립다세대
서울특별시 은평구 녹번동,75-17,경원에이스A동,월세,29.98,"2,000",73,은평로21길 31-6,연립다세대
서울특별시 양천구 신정동,894-28,드림하우스,전세,26.33,"21,994",0,목동로25길 22-4,연립다세대
서울특별시 성북구 석관동,332-577,씨티홈,전세,12.38,"9,400",0,돌곶이로 25,연립다세대
서울특별시 마포구 합정동,455-1,동인리버빌2차,전세,60.18,"33,000",0,동교로8안길 41,연립다세대
서울특별시 양천구 목동,42-58,온더힐,전세,47.77,"18,300",0,목동중앙본로24길 43,연립다세대
서울특별시 양천구 목동,318-177,효성빌라(318-177),월세,62.91,"20,000",5,목동중앙본로19길 33,연립다세대
서울특별시 양천구 목동,627-6,블레어빌101동,전세,29.8,"24,000",0,목동중앙북로8다길 17,연립다세대
서울특별시 양천구 목동,532-16,사랑채,전세,55.05,"25,200",0,목동중앙본로30가길 10,연립다세대
서울특별시 양천구 목동,324-206,마크스위트,월세,29.86,"18,000",20,목동중앙남로16가길 26,연립다세대
서울특별시 양천구 목동,318-177,효성빌라(318-177),월세,62.91,"18,500",15,목동중앙본로19길 33,연립다세대
서울특별시 은평구 응암동,584-53,위산엘리시움,전세,29.88,"24,600",0,불광천길 410-16,연립다세대
서울특별시 은평구 응암동,70-2,샹그리라,전세,40.54,"19,000",0,은평로16길 22-20,연립다세대
서울특별시 서대문구 홍은동,397-27,월드아이홈,전세,54.23,"18,000",0,가좌로 86-6,연립다세대
서울특별시 강북구 미아동,351,은진하이빌(351-0),전세,51.24,"24,000",0,도봉로27길 76,연립다세대
서울특별시 강북구 미아동,351,은진하이빌(351-0),전세,51.24,"24,000",0,도봉로27길 76,연립다세대
서울특별시 강서구 등촌동,641-12,루미에르,전세,16.68,"23,000",0,양천로60길 60,연립다세대
서울특별시 강서구 등촌동,565-5,TheZAHA,전세,20.665,"25,350",0,등촌로 81,연립다세대
서울특별시 마포구 토정동,3-6,더스테이,전세,45.92,"37,700",0,대흥로4길 66,연립다세대
서울특별시 은평구 갈현동,402-17,디앤제이하우징,월세,28.13,"4,000",100,통일로83길 17-16,연립다세대
서울특별시 은평구 갈현동,402-17,디앤제이하우징,월세,28.13,"4,000",100,통일로83길 17-16,연립다세대
서울특별시 성북구 장위동,219-8,드림빌7차,전세,28.81,"22,000",0,돌곶이로41가길 6,연립다세대
서울특별시 성북구 장위동,229-14,엘리시아,월세,29.93,"8,000",40,장위로19길 15-4,연립다세대
서울특별시 성북구 장위동,231-157,훼미리타운,전세,53.52,"13,000",0,장위로16길 44,연립다세대
서울특별시 마포구 대흥동,328-14,봄빛채,전세,26.4,"25,000",0,독막로36길 7,연립다세대
서울특별시 서대문구 창천동,406,(406-0),월세,18.87,"1,000",70,연희로2길 26,연립다세대
서울특별시 은평구 불광동,290-55,위산렉스빌,전세,54.27,"24,000",0,통일로72길 5-7,연립다세대
서울특별시 은평구 불광동,17-362,신하우스,전세,53.79,"26,000",0,불광로8길 17-3,연립다세대
서울특별시 은평구 불광동,228-53,북한산씨티빌B동,전세,63.78,"22,000",0,불광로13가길 23-1,연립다세대
서울특별시 서대문구 창천동,342,(342-0),전세,59.8,"31,500",0,신촌로1길 50,연립다세대
서울특별시 노원구 상계동,1117-16,에스엔타워,전세,18.69,"12,000",0,동일로242가길 22,연립다세대
서울특별시 강북구 수유동,48-63,한샘넥스빌7차,전세,74.01,"22,000",0,수유로12길 15,연립다세대
서울특별시 노원구 상계동,1131-12,동양빌딩(1131-12),월세,14.29,"1,000",40,동일로246길 26,연립다세대
서울특별시 성북구 종암동,10-139,우성그린맨션,월세,56.18,"6,000",80,종암로14길 24,연립다세대
서울특별시 성북구 종암동,10-51,신안팰리스,월세,42.35,"10,000",110,종암로10길 19,연립다세대
서울특별시 마포구 성산동,147,대운빌라,전세,35.13,"10,000",0,월드컵북로 202-8,연립다세대
서울특별시 마포구 성산동,81-110,화이트빌,월세,42.89,"19,000",8,성산로4안길 8,연립다세대
서울특별시 마포구 성산동,47-8,동양하우징,전세,50.16,"36,750",0,월드컵북로20길 11,연립다세대
서울특별시 양천구 신월동,135-4,라온미브빌,전세,29.5,"20,000",0,곰달래로3길 41,연립다세대
서울특별시 양천구 신월동,927-15,금성7차,전세,33.18,"11,000",0,남부순환로66길 8-1,연립다세대
서울특별시 양천구 신월동,1005-1,동원전원주택,월세,36.85,"2,000",50,남부순환로80길 25,연립다세대
서울특별시 서대문구 북아현동,1-98,힐사이드빌,전세,158.88,"48,300",0,북아현로22길 18,연립다세대
서울특별시 송파구 방이동,57-5,마이챔버(57-5),전세,19.28,"14,500",0,올림픽로34길 17-14,연립다세대
서울특별시 송파구 삼전동,91-10,승리빌라트(91-10),월세,36.5,200,40,삼학사로19길 31,연립다세대
