시군구,번지,단지명,전월세구분,전용면적(㎡),보증금(만원),월세금(만원),도로명,주택유형
서울특별시 마포구 대흥동,806,마포그랑자이,월세,59.96,"30,000",122,대흥로 175,아파트
서울특별시 마포구 서교동,494,서교동효성해링턴타워,월세,17.93,"6,120",40,양화로 72,아파트
서울특별시 강서구 가양동,1460,한강타운,전세,84.99,"54,600",0,허준로 23,아파트
서울특별시 강서구 가양동,1460,한강타운,전세,84.99,"60,000",0,허준로 23,아파트
서울특별시 마포구 서교동,494,서교동효성해링턴타워,월세,37.17,"9,160",94,양화로 72,아파트
서울특별시 강서구 마곡동,744,마곡엠밸리9단지,전세,59.86,"51,012",0,공항대로 103,아파트
서울특별시 강서구 마곡동,735,마곡엠밸리2단지,전세,84.92,"57,096",0,마곡서1로 146,아파트
서울특별시 양천구 신월동,1049,장수마을2단지동원데쟈뷰,전세,59.71,"27,924",0,오목로 76-2,아파트
서울특별시 강서구 마곡동,751,마곡엠벨리(15단지),전세,59.97,"48,048",0,마곡중앙로 36,아파트
서울특별시 강서구 마곡동,744,마곡엠밸리9단지,전세,59.86,"51,012",0,공항대로 103,아파트
서울특별시 강서구 마곡동,750,마곡엠벨리(14단지),전세,59.79,"48,048",0,마곡중앙로 33,아파트
서울특별시 강서구 마곡동,750,마곡엠벨리(14단지),전세,59.79,"48,048",0,마곡중앙로 33,아파트
서울특별시 마포구 신수동,462,신촌숲아이파크,월세,84.665,"1,000",130,광성로 17,아파트
서울특별시 구로구 구로동,103-6,구로오네뜨시티,전세,16.71,"16,000",0,가마산로 271,아파트
서울특별시 구로구 구로동,1058,우성(1058),월세,59.34,"5,000",120,구일로8길 31,아파트
서울특별시 구로구 신도림동,290,미성,전세,83.67,"47,000",0,신도림로11가길 36,아파트
서울특별시 구로구 신도림동,642,대림2,월세,59.9,"15,000",90,신도림로 16,아파트
서울특별시 구로구 신도림동,644,동아2,전세,59.595,"56,000",0,경인로 643,아파트
서울특별시 강서구 마곡동,736,마곡엠밸리3단지,전세,84.95,"57,096",0,마곡서1로 132,아파트
서울특별시 강서구 마곡동,738,마곡엠밸리4단지,전세,59.79,"48,048",0,마곡서로 175,아파트
서울특별시 강서구 마곡동,738,마곡엠밸리4단지,전세,59.79,"48,048",0,마곡서로 175,아파트
서울특별시 강서구 마곡동,738,마곡엠밸리4단지,전세,84.56,"83,000",0,마곡서로 175,아파트
서울특별시 강서구 마곡동,746,마곡엠밸리11단지,전세,59.79,"48,048",0,공항대로 124,아파트
서울특별시 강서구 마곡동,746-1,마곡엠밸리12단지,전세,59.79,"48,048",0,공항대로 140,아파트
서울특별시 강서구 마곡동,747,마곡엠밸리10단지,전세,59.79,"48,048",0,마곡중앙1로 72,아파트
서울특별시 양천구 신월동,591-1,신안약수,전세,70.16,"30,450",0,중앙로29길 55,아파트
서울특별시 구로구 신도림동,692,디큐브시티,전세,128.41,"120,000",0,경인로 662,아파트
서울특별시 강서구 마곡동,747,마곡엠밸리10단지,전세,59.99,"48,048",0,마곡중앙1로 72,아파트
서울특별시 강서구 방화동,894,강서센트레빌3차(894-0),전세,72.43,"54,000",0,방화대로41길 9,아파트
서울특별시 강서구 방화동,860,마곡서광(치현마을),전세,59.67,"32,000",0,양천로27길 129,아파트
서울특별시 강서구 마곡동,735,마곡엠밸리2단지,전세,84.47,"57,096",0,마곡서1로 146,아파트
서울특별시 강서구 화곡동,1165,강서힐스테이트,월세,128.81,"60,000",116,우현로 67,아파트
서울특별시 강서구 염창동,305,염창1차보람더하임,전세,84.97,"51,714",0,양천로 666,아파트
서울특별시 강서구 염창동,70-20,삼천리,월세,84.99,"35,000",42,양천로67길 71-16,아파트
서울특별시 강서구 화곡동,1145,우장산롯데캐슬,전세,134.99,"80,000",0,공항대로 382,아파트
서울특별시 강서구 화곡동,924-21,리치아파트104동,월세,21.85,"19,782",5,곰달래로18길 13,아파트
서울특별시 강서구 마곡동,750,마곡엠벨리(14단지),전세,59.99,"48,048",0,마곡중앙로 33,아파트
서울특별시 양천구 신정동,311,목동신시가지10,월세,70.2,"20,000",170,목동서로 400,아파트
서울특별시 강서구 마곡동,750,마곡엠벨리(14단지),전세,59.79,"48,048",0,마곡중앙로 33,아파트
서울특별시 강서구 화곡동,1170,우장산역해링턴타워,월세,43.04,"8,320",58,강서로 231,아파트
서울특별시 강서구 마곡동,743-4,마곡엠밸리7단지,전세,84.79,"57,096",0,마곡서로 133,아파트
서울특별시 강서구 마곡동,736,마곡엠밸리3단지,전세,84.91,"57,096",0,마곡서1로 132,아파트
서울특별시 강남구 청담동,28-20,청담4차이-편한세상,월세,136.41,"60,000",400,학동로73길 33,아파트
서울특별시 강남구 삼성동,16-2,삼성동힐스테이트 1단지,월세,84.236,"30,000",290,학동로68길 29,아파트
서울특별시 성동구 금호동4가,1553,힐스테이트서울숲리버,전세,64.95,"80,000",0,독서당로 344,아파트
서울특별시 강남구 수서동,746,까치마을,월세,39.6,"5,000",120,광평로19길 10,아파트
서울특별시 용산구 원효로2가,90-26,리버파크뷰,전세,29.23,"42,000",0,새창로 136,아파트
서울특별시 용산구 원효로1가,134,용산원효루미니,월세,43.9656,"15,610",88,원효로97길 15,아파트
서울특별시 용산구 원효로1가,134,용산원효루미니,월세,33.9588,"13,533",62,원효로97길 15,아파트
서울특별시 강남구 자곡동,611,래미안강남힐즈,전세,101.95,"105,000",0,자곡로 101,아파트
서울특별시 강남구 자곡동,686,강남한양수자인(4단지),전세,84.99,"58,968",0,자곡로 260,아파트
서울특별시 강남구 자곡동,687,래미안포레,월세,84.99,"50,000",180,밤고개로21길 25,아파트
서울특별시 용산구 문배동,40-31,리첸시아용산B,전세,84.83,"95,000",0,백범로 341,아파트
서울특별시 강남구 율현동,365,강남한신휴플러스6단지,전세,59.68,"47,892",0,밤고개로26길 50,아파트
서울특별시 성동구 금호동2가,1215,금호자이1차,전세,84.97,"95,000",0,금호로 117,아파트
서울특별시 성동구 옥수동,428,극동,월세,57.78,"2,500",150,독서당로 191,아파트
서울특별시 성동구 옥수동,561,래미안 옥수 리버젠,월세,113.52,"10,000",550,매봉길 15,아파트
서울특별시 성동구 옥수동,560,옥수어울림,전세,84.699,"84,000",0,독서당로40길 37,아파트
서울특별시 성동구 옥수동,528,옥수파크힐스101동~116동,월세,59.91,"20,000",290,매봉길 50,아파트
서울특별시 성동구 성수동1가,706,쌍용,월세,84.78,"20,000",203,상원길 63,아파트
서울특별시 용산구 용산동5가,24-1,용산파크타워(24-1),전세,130.56,"147,000",0,서빙고로 69,아파트
서울특별시 용산구 도원동,23,삼성래미안,전세,84.69,"79,000",0,새창로 70,아파트
서울특별시 강남구 대치동,1030,대치르엘,월세,84.7735,"100,000",300,도곡로93길 23,아파트
서울특별시 성동구 금호동2가,1215,금호자이1차,전세,59.99,"75,000",0,금호로 117,아파트
서울특별시 강남구 대치동,316,은마,전세,76.79,"62,000",0,삼성로 212,아파트
서울특별시 강남구 대치동,891-23,대우아이빌명문가(891-23),전세,34.2,"24,000",0,선릉로90길 56,아파트
서울특별시 성동구 마장동,836,라봄성동,월세,39.467,"15,200",75,마조로 66,아파트
서울특별시 용산구 이촌동,395,대림,월세,84.78,"10,000",230,이촌로2가길 122,아파트
서울특별시 용산구 한남동,810,한남더힐,월세,59.686,"30,000",700,독서당로 111,아파트
서울특별시 강남구 도곡동,467,타워팰리스1,월세,164.95,"270,000",120,언주로30길 56,아파트
서울특별시 용산구 이촌동,415,한강(대우),전세,135.27,"115,500",0,이촌로65가길 3,아파트
서울특별시 용산구 이촌동,436,래미안첼리투스,월세,124.02,"150,000",140,이촌로 310,아파트
서울특별시 중구 황학동,1200,위너빌(Winnervill),월세,29.87,"26,000",7,마장로14길 11,아파트
서울특별시 종로구 숭인동,207-32,영하우스,월세,16.59,"2,000",51,난계로29길 55,아파트
서울특별시 강남구 개포동,12,성원대치2단지아파트,월세,49.86,"45,000",80,개포로109길 9,아파트
서울특별시 강남구 개포동,1284,개포자이프레지던스,전세,78.7747,"150,000",0,삼성로 14,아파트
서울특별시 강남구 역삼동,762-3,래미안그레이튼(진달래2차),전세,59.78,"74,100",0,도곡로43길 21,아파트
서울특별시 중랑구 망우동,608,LH서울양원1단지,월세,44.55,"11,142",26,양원역로 92,아파트
서울특별시 중랑구 망우동,608,LH서울양원1단지,월세,14.96,"3,563",13,양원역로 92,아파트
서울특별시 중랑구 망우동,608,LH서울양원1단지,월세,14.96,"3,563",13,양원역로 92,아파트
서울특별시 중랑구 망우동,608,LH서울양원1단지,월세,14.96,"3,489",7,양원역로 92,아파트
서울특별시 중랑구 망우동,608,LH서울양원1단지,월세,44.55,"13,242",16,양원역로 92,아파트
서울특별시 성북구 길음동,1288,래미안길음센터피스,전세,59.97,"39,469",0,숭인로 50,아파트
서울특별시 성북구 길음동,1288,래미안길음센터피스,전세,59.9,"39,469",0,숭인로 50,아파트
서울특별시 성북구 길음동,1289,롯데캐슬클라시아,월세,84.7694,"10,000",340, ,아파트
서울특별시 성북구 돈암동,609-1,한신,전세,132.96,"60,000",0,성북로4길 52,아파트
서울특별시 중랑구 망우동,608,LH서울양원1단지,월세,44.55,"13,242",16,양원역로 92,아파트
서울특별시 중랑구 망우동,608,LH서울양원1단지,월세,14.96,"3,365",13,양원역로 92,아파트
서울특별시 중랑구 묵동,396,이편한세상화랑대,전세,84.956,"68,000",0,숙선옹주로 45,아파트
서울특별시 동대문구 장안동,418-1,유니트125,월세,18.03,"11,030",47,한천로2길 75,아파트
서울특별시 중랑구 묵동,392,월드메르디앙,전세,83.51,"38,064",0,중랑천로 316,아파트
서울특별시 중랑구 상봉동,118-8,상봉동양엔파트,월세,18.2202,"18,000",2,망우로 266,아파트
서울특별시 광진구 자양동,864,더포디엄830,월세,20.4009,"9,300",62,아차산로 212,아파트
서울특별시 광진구 자양동,227-7,더샵스타시티,전세,163.53,"150,000",0,아차산로 262,아파트
서울특별시 광진구 구의동,546-7,구의강변우성아파트,전세,84.76,"67,000",0,구의강변로 42,아파트
서울특별시 광진구 구의동,546-7,구의강변우성아파트,전세,84.76,"67,000",0,구의강변로 42,아파트
서울특별시 광진구 구의동,683,리마크빌구의,월세,19.66,"8,200",47,자양로18길 22,아파트
서울특별시 중랑구 상봉동,118-8,상봉동양엔파트,월세,18.2202,"18,000",2,망우로 266,아파트
서울특별시 중랑구 상봉동,118-8,상봉동양엔파트,월세,18.2202,"11,400",13,망우로 266,아파트
서울특별시 중랑구 상봉동,118-8,상봉동양엔파트,월세,18.0282,"7,200",45,망우로 266,아파트
서울특별시 광진구 자양동,864,더포디엄830,월세,42.167,"17,300",116,아차산로 212,아파트
서울특별시 도봉구 쌍문동,56,삼익세라믹,전세,79.98,"38,000",0,해등로 195,아파트
서울특별시 도봉구 쌍문동,59-5,한양6,월세,83.86,"5,000",150,시루봉로 58,아파트
서울특별시 동대문구 이문동,149-8,이문아이파크자이,전세,41.6,"32,214",0,이문로 120,아파트
서울특별시 동대문구 이문동,149-8,이문아이파크자이,전세,41.6,"32,214",0,이문로 120,아파트
서울특별시 동대문구 이문동,149-8,이문아이파크자이,전세,41.6,"32,214",0,이문로 120,아파트
서울특별시 동대문구 이문동,149-8,이문아이파크자이,전세,41.6,"32,214",0,이문로 120,아파트
서울특별시 동대문구 이문동,149-8,이문아이파크자이,전세,41.6,"32,214",0,이문로 120,아파트
서울특별시 동대문구 이문동,149-8,이문아이파크자이,전세,41.6,"32,214",0,이문로 120,아파트
서울특별시 동대문구 이문동,149-8,이문아이파크자이,전세,41.6,"32,214",0,이문로 120,아파트
서울특별시 동대문구 용두동,26-14,힐스테이트청량리메트로블,전세,44.2455,"32,682",0,고산자로 420,아파트
서울특별시 동대문구 용두동,26-14,힐스테이트청량리메트로블,전세,41.398,"30,420",0,고산자로 420,아파트
서울특별시 동대문구 용두동,26-14,힐스테이트청량리메트로블,전세,44.2455,"32,682",0,고산자로 420,아파트
서울특별시 동대문구 용두동,26-14,힐스테이트청량리메트로블,전세,41.398,"30,420",0,고산자로 420,아파트
서울특별시 동대문구 용두동,26-14,힐스테이트청량리메트로블,전세,44.2455,"32,682",0,고산자로 420,아파트
서울특별시 동대문구 용두동,792,래미안 허브리츠,월세,59.98,"50,000",70,정릉천동로 36,아파트
서울특별시 성북구 장위동,320,래미안장위퍼스트하이,월세,36.14,"9,984",34,한천로 713,아파트
서울특별시 성북구 장위동,323,꿈의숲아이파크,전세,84.48,"85,000",0,돌곶이로40길 46,아파트
서울특별시 중랑구 면목동,1535,현대휴온,월세,18.17,"1,000",53,동일로109가길 5,아파트
서울특별시 광진구 광장동,554-7,현대5,전세,59.67,"68,000",0,아차산로70길 61,아파트
서울특별시 성북구 하월곡동,88-222,성북펠릭스,월세,38.39,"9,800",66,동소문로 314-34,아파트
서울특별시 동대문구 휘경동,57,주공2,전세,39.98,"31,500",0,한천로 248,아파트
서울특별시 도봉구 창동,300,상아2차아파트,월세,84.99,"6,000",160,노해로63가길 7,아파트
서울특별시 도봉구 창동,805,동아그린,전세,84.94,"30,000",0,노해로63다길 34,아파트
서울특별시 도봉구 창동,316,창동주공2단지,전세,45.9,"21,000",0,해등로12길 44,아파트
서울특별시 도봉구 방학동,720-18,방학동삼성래미안1,전세,84.937,"53,000",0,마들로 646,아파트
서울특별시 도봉구 방학동,275,벽산아파트1,전세,72.01,"33,000",0,방학로11길 36,아파트
서울특별시 도봉구 방학동,271-1,신동아아파트1,전세,43.35,"15,650",0,시루봉로 107,아파트
서울특별시 성북구 보문동6가,458,보문파크뷰자이,월세,29.96,"11,474",30,보문사길 111,아파트
서울특별시 성북구 보문동6가,458,보문파크뷰자이,월세,29.96,"12,218",32,보문사길 111,아파트
